SA2,SA2 NAME,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19
701041041,Palmerston - North,3525,3146,3155,2982,2997,35,36,36,37,37,272124009,245058165,243130568,238349103,228532710,66827,70921,68783,71550,70438,77198,77895,77062,79929,76254
701041042,Palmerston - South,1125,1731,2564,3035,3460,30,31,31,32,32,84379220,133370011,197615470,237471108,263299983,68863,70929,69452,70373,72280,75004,77048,77073,78244,76098
701041043,Rosebery - Bellamack,3710,3836,3948,4017,3998,34,34,34,34,35,294351593,314703276,318065503,326101140,302494111,69476,70500,68977,71204,70617,79340,82039,80564,81180,75661
701041044,Woodroffe,1998,1924,1951,1933,1932,37,38,38,38,39,135661463,134693853,134228855,134468571,132228914,61120,62837,63081,64272,63177,67899,70007,68800,69565,68441
702011045,Charles,5553,3366,5673,5210,4476,40,41,40,40,40,288009806,204849755,305372969,286824541,259130862,44340,55935,43762,45539,49669,51866,60859,53829,55053,57893
702011046,East Side,3195,3177,3386,3457,3560,38,38,37,38,38,199999454,205589144,222591105,234769461,244960646,56217,59443,58233,60451,61363,62598,64712,65739,67911,68809
702011047,Flynn (NT),2674,2699,2770,2878,2988,37,38,39,39,38,160077157,163315933,172587715,186350102,194887324,54618,55748,58109,59766,60329,59864,60510,62306,64750,65223
702011048,Larapinta,2919,2911,3032,3054,3117,40,41,40,40,40,193132166,202378108,213370099,221035103,227589315,59690,62959,64031,65162,66432,66164,69522,70373,72376,73016
702011049,Mount Johns,2333,2354,2465,2554,2572,38,38,38,38,37,157393982,166408198,177378648,189015597,191630475,58079,59997,63081,63875,64281,67464,70692,71959,74008,74506
702011050,Petermann - Simpson,839,839,1047,1097,860,31,30,31,31,32,36063554,37279939,49245063,53567315,45555592,40415,40443,43988,46608,51461,42984,44434,47034,48831,52972
702011051,Ross,879,764,854,1105,1149,47,46,47,47,46,57739908,51136461,59373018,77512242,81319668,58201,57921,59520,61026,64301,65688,66933,69523,70147,70774
702011052,Sandover - Plenty,170,124,176,212,380,39,37,37,38,39,7317466,6021852,7113562,9243023,13788442,31607,37148,27899,28099,22345,43044,48563,40418,43599,36285
702011053,Tanami,164,165,174,209,348,42,39,41,40,37,7783664,7140877,9215255,9936790,14458756,35052,28215,34013,35577,30130,47461,43278,52961,47544,41548
702011054,Yuendumu - Anmatjere,59,158,240,256,300,42,42,38,38,40,2715998,8779930,13311733,14664547,16523331,36532,52490,48323,45772,42536,46034,55569,55466,57283,55078
702021055,Barkly,242,245,282,296,334,36,35,35,35,36,9741061,9825293,12299120,13071405,14778057,33989,31214,34467,35787,34613,40252,40103,43614,44160,44246
702021056,Tennant Creek,1368,1430,1525,1540,1492,42,41,40,41,40,77905406,84416690,91340248,94824695,96367650,51704,53582,52758,55483,59872,56948,59033,59895,61574,64590
702031057,Alligator,2017,2032,2232,2189,2084,44,44,45,46,46,119386283,119553894,129056878,129764894,128676809,50462,50684,49477,51780,53405,59190,58836,57821,59280,61745
702031058,Daly,365,341,379,406,357,41,44,44,43,43,15752271,14916638,15775438,17233300,14569210,34484,34348,35358,37576,37178,43157,43744,41624,42447,40810
702031059,Thamarrurr,234,329,431,471,513,39,39,39,38,39,10141116,14143478,16828648,20312052,22666402,32856,33482,29027,32823,33648,43338,42989,39046,43125,44184
702031060,Tiwi Islands,330,112,209,306,421,40,36,39,39,38,13014015,4850793,9374926,14335334,17928000,31269,33890,35066,35682,34936,39436,43311,44856,46847,42584
702031061,West Arnhem,27,35,65,355,374,41,43,40,37,37,1432503,1325232,2378300,13212642,12815021,31592,26449,24557,25359,25957,53056,37864,36589,37219,34265
702041062,Anindilyakwa,589,456,628,644,671,39,38,39,39,39,50716431,41328336,48622625,52555198,52330486,65953,81391,64639,66518,61345,86106,90632,77425,81607,77989
702041063,East Arnhem,370,422,482,693,949,39,38,40,38,39,17096919,16916763,19081644,27043203,36199832,37075,25424,27775,27304,27242,46208,40087,39588,39023,38145
702041064,Nhulunbuy,1699,2128,2277,2238,2214,40,40,40,40,41,130908828,153307914,163122775,170004556,177196018,66903,62272,62622,66319,71369,77051,72043,71639,75963,80034
702051065,Elsey,277,324,357,446,449,37,37,36,36,36,12039965,13563626,15348115,19831523,21495550,35540,35091,36366,36353,32648,43466,41863,42992,44465,47874
702051066,Gulf,417,548,599,717,730,40,40,42,40,40,18209204,21676845,23682221,28573730,30535959,35978,30478,29469,31320,31089,43667,39556,39536,39852,41830
702051067,Katherine,5247,5703,6316,5635,5681,38,38,38,38,38,308621270,342276152,371084093,359445784,378070556,54824,54802,53694,59864,62499,58819,60017,58753,63788,66550
702051068,Victoria River,195,206,249,268,301,39,39,36,36,37,9476027,9709975,11815646,11966612,12968083,39632,40931,41025,33656,34493,48595,47136,47452,44652,43083
801011001,Aranda,1624,1627,1649,1703,1707,49,48,49,48,48,125960793,132991333,133365032,142171593,148175678,65554,68602,66458,69105,70246,77562,81740,80876,83483,86805
801011002,Belconnen,3774,3999,4436,4601,4825,32,32,32,32,32,214217466,237388704,256394478,275938948,297267207,52761,54111,53531,54954,56580,56761,59362,57799,59974,61610
801011003,Bruce,4089,4186,4309,4555,4669,33,33,33,33,34,271786583,283748150,288458685,311218811,327057827,57507,57138,54814,57341,58418,66468,67785,66943,68325,70049
801011004,Charnwood,1627,1683,1680,1702,1760,39,39,39,39,39,91977791,96974470,97022064,100208340,106962075,52951,54069,54479,56234,58169,56532,57620,57751,58877,60774
801011005,Cook,1900,1847,1916,1982,1978,45,46,46,46,46,133947567,134556295,140710082,148044135,154377517,62902,63568,65139,65169,68674,70499,72851,73439,74694,78047
801011006,Dunlop,4265,4296,4400,4498,4567,40,40,40,41,41,275233077,288628996,300311615,310720924,324827821,62485,65129,65940,66397,67903,64533,67186,68253,69080,71125
801011007,Evatt,3313,3345,3445,3459,3567,43,43,43,43,43,215430701,226542080,229164348,233533644,246536706,58538,60063,59418,60738,62317,65026,67726,66521,67515,69116
801011008,Florey,3017,2994,3030,3110,3131,43,42,43,42,42,188333521,193348331,197435050,203312115,211359310,55097,56763,57601,58462,59613,62424,64579,65160,65374,67505
801011009,Flynn (ACT),2123,2165,2171,2222,2279,43,43,44,44,43,140487827,147904515,146084701,152566254,162514950,61080,62079,61822,62346,65275,66174,68316,67289,68662,71310
801011010,Fraser,1344,1354,1355,1379,1391,46,47,48,47,47,90465955,93260915,94044906,95608235,100629615,57321,60100,60756,61831,62694,67311,68878,69406,69332,72343
801011011,Giralang,2145,2105,2172,2193,2226,42,42,42,42,42,136713841,140060124,145548241,148602705,159832779,57450,59062,59424,59686,62091,63736,66537,67011,67762,71803
801011012,Gooromon,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
801011013,Hawker,1988,1984,2030,2082,2104,48,48,48,48,48,149200263,154414773,153214203,157443802,167132918,59922,60621,60073,59431,62072,75050,77830,75475,75621,79436
801011014,Higgins,1873,1840,1860,1917,1926,41,42,41,41,42,113196788,115972592,118321198,124303751,127337676,55630,58410,60242,60626,60568,60436,63029,63614,64843,66115
801011015,Holt,2792,2799,2832,2896,2983,42,42,42,42,41,160866223,165374433,167912090,175038095,189634128,53892,55850,55120,56176,59700,57617,59083,59291,60441,63572
801011016,Kaleen,4791,4785,4848,4954,4994,44,44,43,43,43,300805340,310834175,319501907,326307077,340848799,55687,56024,55652,56037,58111,62786,64960,65904,65867,68252
801011017,Latham,2262,2292,2313,2317,2408,42,42,42,42,42,134584314,141658189,143590435,146871279,157718692,53576,56263,56637,57950,60166,59498,61805,62080,63389,65498
801011018,Lawson,np,123,770,1090,1525,np,32,30,30,30,np,7709119,49744210,71917855,104977692,np,59873,59941,61916,65253,np,62676,64603,65980,68838
801011019,Macgregor (ACT),4217,4145,4366,4415,4455,36,36,37,38,38,263056254,268271836,282161218,295302768,308551830,60945,62389,62748,64660,66406,62380,64722,64627,66886,69260
801011020,Macquarie,1634,1596,1657,1733,1832,42,42,42,42,42,104592092,104404467,111459379,117779250,127897678,56102,55986,57185,56703,58363,64010,65416,67266,67963,69813
801011021,McKellar,1845,1803,1873,1898,1913,47,47,47,47,47,122809056,125904158,132438831,136571861,140160099,55865,57942,58135,59373,61829,66563,69830,70709,71956,73267
801011022,Melba,1975,1925,2028,2004,2034,46,46,46,45,45,126650601,125366045,133787579,134127213,142396344,55593,55821,57448,59100,61313,64127,65125,65970,66930,70008
801011023,Page,1664,1666,1735,1781,1806,42,41,41,41,41,97187893,100930085,103273163,108583771,111181168,52312,53894,52488,53345,54782,58406,60582,59523,60968,61562
801011024,Scullin,1714,1692,1805,1798,1884,41,40,40,40,40,103796071,102309235,107490010,113043972,121928588,56281,55333,54124,56135,57988,60558,60466,59551,62872,64718
801011025,Spence,1571,1531,1564,1604,1612,43,43,43,43,43,96105073,98492404,101219649,104682095,110241086,56184,58167,58990,60563,63501,61174,64332,64718,65263,68388
801011026,Weetangera,1734,1734,1796,1828,1851,48,48,48,48,48,137876274,140907159,143039867,144670764,155131369,68263,69727,66526,67160,68923,79513,81261,79644,79142,83809
801011111,Molonglo Corridor,np,np,np,3,6,np,np,np,15,31,np,np,np,538382,712145,np,np,np,178148,171110,np,np,np,179461,118691
801011112,West Belconnen,np,np,12,8,10,np,np,44,42,43,np,np,734168,464293,600718,np,np,59500,54601,62600,np,np,61181,58037,60072
801031031,Hume,31,26,21,24,18,43,41,45,42,43,2068793,1640922,1692965,1313747,1556130,36344,35196,36707,21385,49896,66735,63112,80617,54739,86452
801031032,Kowen,np,np,12,14,15,np,np,44,44,45,np,np,935303,1200112,1738802,np,np,56783,79348,85258,np,np,77942,85722,115920
801031113,Canberra East,334,358,417,409,430,48,47,46,47,46,16218260,16841546,19824125,21083392,22555129,43535,44751,44553,48073,49149,48558,47043,47540,51549,52454
801031114,Canberra Airport,48,48,64,55,65,37,39,39,41,41,3294384,3002981,3949827,4099839,4734541,70261,63664,63770,72823,74961,68633,62562,61716,74543,72839
801031115,Majura,114,135,138,137,142,47,47,48,48,48,9676717,11397148,11188934,12819036,11352041,57600,56418,59654,58143,69472,84883,84423,81079,93570,79944
801041034,Amaroo,3346,3358,3552,3640,3729,41,42,41,42,42,240183542,245012343,258562927,271498487,280389725,67029,67373,67159,67851,68625,71782,72964,72794,74587,75192
801041035,Bonner,3530,3718,3952,4038,4077,35,36,36,37,38,228198828,254168125,271556989,287399920,298076101,62363,63607,63789,66016,66750,64646,68362,68714,71174,73112
801041036,Casey,3105,3470,3834,3915,4022,34,35,35,36,36,208750853,246834664,279573683,292835689,310595324,64807,68243,68546,70514,72609,67231,71134,72920,74798,77224
801041037,Crace,2558,2727,2924,3026,3049,34,35,36,36,37,181456198,204843867,220915907,235212964,249692987,66979,69255,70227,71833,74155,70937,75117,75553,77731,81893
801041038,Forde,2519,2535,2610,2683,2709,38,39,40,40,41,202520061,210756518,217504209,231442254,239215782,72538,75009,75875,77673,81098,80397,83139,83335,86262,88304
801041039,Franklin,3501,3776,4222,4463,4741,34,34,34,35,35,228624531,253609930,283715541,302073033,324388261,61506,61899,61210,60973,61626,65303,67164,67199,67684,68422
801041040,Gungahlin,3649,3651,3867,4246,4774,36,36,36,36,35,226839716,233531063,245905041,263982101,299272536,56452,56291,54174,53709,54380,62165,63964,63591,62172,62688
801041043,Hall,326,292,286,238,255,52,52,53,51,50,23113098,21777698,22052287,24232640,24894544,55040,51661,49479,59818,64135,70899,74581,77106,101818,97626
801041044,Harrison,4093,4383,4899,5159,5286,36,36,36,36,36,281392746,313592758,340503339,365056234,385700725,63473,64802,64229,64303,65766,68750,71548,69505,70761,72966
801041045,Mitchell,50,49,51,43,44,47,44,45,46,48,2939776,4420196,4288970,3646827,3734737,43245,47580,53956,66592,63640,58796,90208,84097,84810,84880
801041046,Ngunnawal,5895,6263,6625,6771,6880,38,37,37,38,38,371741907,406196648,430408019,447810941,471417648,59021,60065,60995,61341,63641,63061,64857,64967,66137,68520
801041047,Nicholls,4563,4529,4617,4823,4801,46,47,47,47,48,354182529,355978984,371467965,386365576,394556549,64701,66477,67223,65276,68383,77621,78600,80457,80109,82182
801041048,Palmerston,3504,3501,3580,3635,3767,42,41,41,41,40,223168476,228889596,234215692,242247170,261283669,57981,59112,59073,60381,62621,63690,65378,65423,66643,69361
801041116,Gungahlin - East,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
801041117,Gungahlin - West,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
801041118,Jacka,231,337,367,397,396,32,33,33,34,35,13589814,20426189,23012826,24916663,26541635,57669,58348,60348,60291,65692,58830,60612,62705,62762,67024
801041119,Kenny,np,np,3,3,np,np,np,26,28,np,np,np,76948,97172,np,np,np,15176,30815,np,np,np,25649,32391,np
801041120,Moncrieff,np,161,1114,1754,2477,np,34,34,35,35,np,8882177,72053192,116323124,172768105,np,53693,62895,62880,66853,np,55169,64680,66319,69749
801041121,Taylor,np,np,np,51,276,np,np,np,31,34,np,np,np,2512382,18914440,np,np,np,45436,64497,np,np,np,49262,68531
801041122,Throsby,np,np,20,152,518,np,np,27,37,36,np,np,634157,9759088,38141069,np,np,11052,47807,64018,np,np,31708,64205,73631
801051049,Acton,419,356,442,548,552,26,25,23,23,23,9005964,7631949,7803766,9225644,10752338,10384,10332,8682,9306,10433,21494,21438,17656,16835,19479
801051050,Ainslie,3199,3130,3274,3333,3374,46,47,46,46,46,252739953,257599688,272743693,284723228,295325279,64967,66426,66911,69084,70135,79006,82300,83306,85426,87530
801051051,Braddon,3287,3345,3655,3723,3809,31,31,31,32,32,228441031,240653017,262585826,288901274,307164765,65625,67369,67770,72352,76078,69498,71944,71843,77599,80642
801051053,Civic,2115,2081,2274,2379,2502,31,32,31,31,31,157428620,168831614,172602256,176784490,183527355,64137,67194,63314,58865,55143,74434,81130,75902,74310,73352
801051054,Dickson,1397,1404,1503,1625,1849,37,36,35,35,35,93576604,95627648,99646977,111064120,130230160,59425,62432,55829,60413,63613,66984,68111,66299,68347,70433
801051055,Downer,2211,2215,2337,2460,2552,40,41,40,39,39,143278358,151919228,158840297,168006908,185147109,54775,56403,55808,56637,61938,64803,68587,67968,68295,72550
801051056,Hackett,1883,1912,1947,1997,2015,46,45,45,46,46,142097054,145580798,150383549,158977297,168057063,62499,63890,64473,67076,71236,75463,76141,77239,79608,83403
801051057,Lyneham,3360,3370,3490,3603,3627,37,38,38,38,38,225134212,237037564,244876935,260409818,269078637,61601,62336,61962,64045,64959,67004,70338,70165,72276,74188
801051058,O'Connor (ACT),3468,3502,3665,3710,3854,41,42,42,42,42,271499051,284737547,303394680,315073903,336677579,65178,67334,65544,69421,69397,78287,81307,82782,84926,87358
801051060,Turner,2662,2703,2877,2897,2902,33,33,33,34,34,198941861,202713395,218678846,229079135,240087797,66433,65358,64684,70819,73692,74734,74996,76009,79075,82732
801051061,Watson,3642,3657,3850,3922,3981,38,39,39,39,39,253991051,261392406,274974638,290060213,305523371,64557,65078,63445,66217,69096,69739,71477,71422,73957,76745
801051123,Black Mountain,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
801051124,Campbell,2682,2523,2993,2736,2894,41,43,41,45,45,218764449,221782580,257077239,261862384,293424839,61105,64388,61292,72971,78780,81568,87904,85893,95710,101391
801051125,Duntroon,297,265,283,777,804,32,31,31,21,21,21780329,20600421,22439504,47089513,49941441,63672,66778,66410,54315,54135,73334,77737,79292,60604,62116
801051126,Parkes (ACT) - North,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
801051127,Reid,986,1038,1048,1078,1086,46,44,45,44,44,87479763,100267070,92387132,96267745,103203998,62407,62184,64858,63818,66673,88722,96596,88156,89302,95031
801051128,Russell,np,np,np,np,11,np,np,np,np,31,np,np,np,np,1094604,np,np,np,np,100007,np,np,np,np,99509
801061062,Deakin,2096,2080,2135,2215,2201,51,52,52,51,51,224700576,227248827,236514466,248450015,260832335,76658,79073,79156,78080,80679,107204,109254,110780,112167,118506
801061063,Forrest,1234,1240,1256,1312,1364,48,47,48,48,49,175154448,184496341,189385930,196826518,205160096,82257,88115,88919,87093,90598,141940,148787,150785,150020,150411
801061064,Griffith (ACT),2964,3018,3348,3480,3529,44,45,44,43,43,294422787,307790453,340275948,362848120,381863498,75039,76033,76689,79488,83402,99333,101985,101636,104267,108207
801061066,Lake Burley Griffin,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
801061067,Narrabundah,3505,3451,3702,3820,3900,43,44,44,44,43,284023103,292298688,317571501,331485548,349033021,68130,70662,70594,70187,73822,81034,84700,85784,86776,89496
801061068,Parkes (ACT) - South,np,np,5,4,5,np,np,31,53,36,np,np,603223,429304,530492,np,np,111183,121961,114930,np,np,120645,107326,106098
801061069,Red Hill (ACT),2028,1998,2040,2054,2101,49,49,49,49,49,241194208,240646337,243999548,252073898,265443458,73840,76244,76592,79982,81124,118932,120444,119608,122723,126341
801061070,Yarralumla,2226,2231,2265,2317,2307,53,53,53,53,53,238041907,245688574,259033399,268100593,274017764,72760,74929,73491,73838,77694,106937,110125,114364,115710,118777
801061129,Barton,1009,1048,1173,1260,1389,42,42,41,40,39,93167385,102169935,115178474,127712509,145080234,79410,82991,82745,84472,88975,92336,97490,98191,101359,104449
801061130,Fyshwick,139,102,95,100,84,46,47,47,46,47,8610815,6253100,6975245,10085728,6148124,46813,53411,60857,65364,57200,61948,61305,73424,100857,73192
801061131,Kingston (ACT),3541,3737,4060,4158,4301,36,36,35,36,36,338351982,367998850,378504126,410328743,436466499,79527,82795,79311,84142,87443,95553,98474,93228,98684,101480
801071071,Banks,3078,3048,3122,3213,3256,40,40,40,41,41,197814980,201585453,207103521,214783750,228022557,61217,62246,62707,63193,65733,64267,66137,66337,66848,70031
801071072,Bonython,2427,2403,2510,2534,2565,42,43,43,43,42,157023436,164510808,171910866,173952310,183805908,60010,63361,62885,63173,65022,64699,68461,68490,68647,71659
